"Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water","delta","p","p_rgh","psi"
4.925,2.575,0.1,1,0.5,0,0.99999,0,6.8711e-10,6.8711e-10,0.056232
4.95,2.575,0.1,1,0.5,0,1,0,6.9288e-10,6.9288e-10,0.056247
4.975,2.575,0.1,1,0.5,0,1,0,6.6843e-10,6.6843e-10,0.05625
5,2.575,0.1,1,0.5,0,1,0,6.3629e-10,6.3629e-10,0.05625
0,2.6,0.1,1,0.5,0,1,0,4.2274e-10,4.2274e-10,0.05625
0.025,2.6,0.1,1,0.5,0,1,0,4.2286e-10,4.2286e-10,0.05625
0.05,2.6,0.1,1,0.5,0,1,0,4.232e-10,4.232e-10,0.05625
0.075,2.6,0.1,1,0.5,0,1,0,4.2387e-10,4.2387e-10,0.05625
0.1,2.6,0.1,1,0.5,0,1,0,4.2475e-10,4.2475e-10,0.05625
0.125,2.6,0.1,1,0.5,0,1,0,4.2581e-10,4.2581e-10,0.05625
0.15,2.6,0.1,1,0.5,0,1,0,4.2701e-10,4.2701e-10,0.05625
0.175,2.6,0.1,1,0.5,0,1,0,4.2803e-10,4.2803e-10,0.05625
0.2,2.6,0.1,1,0.5,0,1,0,4.2884e-10,4.2884e-10,0.05625
0.225,2.6,0.1,1,0.5,0,1,0,4.2986e-10,4.2986e-10,0.05625
0.25,2.6,0.1,1,0.5,0,1,0,4.3075e-10,4.3075e-10,0.05625
0.275,2.6,0.1,1,0.5,0,1,0,4.3154e-10,4.3154e-10,0.05625
0.3,2.6,0.1,1,0.5,0,1,0,4.3295e-10,4.3295e-10,0.05625
0.325,2.6,0.1,1,0.5,0,1,0,4.3465e-10,4.3465e-10,0.05625
0.35,2.6,0.1,1,0.5,0,1,0,4.3569e-10,4.3569e-10,0.05625
0.375,2.6,0.1,1,0.5,0,1,0,4.3662e-10,4.3662e-10,0.05625
0.4,2.6,0.1,1,0.5,0,1,0,4.3748e-10,4.3748e-10,0.05625
0.425,2.6,0.1,1,0.5,0,1,0,4.382e-10,4.382e-10,0.05625
0.45,2.6,0.1,1,0.5,0,1,0,4.3906e-10,4.3906e-10,0.05625
0.475,2.6,0.1,1,0.5,0,1,0,4.3986e-10,4.3986e-10,0.05625
0.5,2.6,0.1,1,0.5,0,1,0,4.4107e-10,4.4107e-10,0.05625
0.525,2.6,0.1,1,0.5,0,1,0,4.4269e-10,4.4269e-10,0.05625
0.55,2.6,0.1,1,0.5,0,1,0,4.4398e-10,4.4398e-10,0.05625
0.575,2.6,0.1,1,0.5,0,1,0,4.4438e-10,4.4438e-10,0.05625
0.6,2.6,0.1,1,0.5,0,1,0,4.4448e-10,4.4448e-10,0.05625
0.625,2.6,0.1,1,0.5,0,1,0,4.4476e-10,4.4476e-10,0.05625
0.65,2.6,0.1,1,0.5,0,1,0,4.4551e-10,4.4551e-10,0.05625
0.675,2.6,0.1,1,0.5,0,1,0,4.4594e-10,4.4594e-10,0.05625
0.7,2.6,0.1,1,0.5,0,1,0,4.4648e-10,4.4648e-10,0.05625
0.725,2.6,0.1,1,0.5,0,1,0,4.4756e-10,4.4756e-10,0.05625
0.75,2.6,0.1,1,0.5,0,1,0,4.4918e-10,4.4918e-10,0.05625
0.775,2.6,0.1,1,0.5,0,1,0,4.5055e-10,4.5055e-10,0.05625
0.8,2.6,0.1,1,0.5,0,1,0,4.5152e-10,4.5152e-10,0.05625
0.825,2.6,0.1,1,0.5,0,1,0,4.5281e-10,4.5281e-10,0.05625
0.85,2.6,0.1,1,0.5,0,1,0,4.5387e-10,4.5387e-10,0.05625
0.875,2.6,0.1,1,0.5,0,1,0,4.5522e-10,4.5522e-10,0.05625
0.9,2.6,0.1,1,0.5,0,1,0,4.5623e-10,4.5623e-10,0.05625
0.925,2.6,0.1,1,0.5,0,1,0,4.5699e-10,4.5699e-10,0.05625
0.95,2.6,0.1,1,0.5,0,1,0,4.5843e-10,4.5843e-10,0.05625
0.975,2.6,0.1,1,0.5,0,1,0,4.5972e-10,4.5972e-10,0.05625
1,2.6,0.1,1,0.5,0,1,0,4.6108e-10,4.6108e-10,0.05625
1.025,2.6,0.1,1,0.5,0,1,0,4.6326e-10,4.6326e-10,0.05625
1.05,2.6,0.1,1,0.5,0,1,0,4.6577e-10,4.6577e-10,0.05625
1.075,2.6,0.1,1,0.5,0,1,0,4.6841e-10,4.6841e-10,0.05625
1.1,2.6,0.1,1,0.5,0,1,0,4.7057e-10,4.7057e-10,0.05625
1.125,2.6,0.1,1,0.5,0,1,0,4.7245e-10,4.7245e-10,0.05625
1.15,2.6,0.1,1,0.5,0,1,0,4.7411e-10,4.7411e-10,0.05625
1.175,2.6,0.1,1,0.5,0,1,0,4.7577e-10,4.7577e-10,0.05625
1.2,2.6,0.1,1,0.5,0,1,0,4.7747e-10,4.7747e-10,0.05625
1.225,2.6,0.1,1,0.5,0,1,0,4.789e-10,4.789e-10,0.05625
1.25,2.6,0.1,1,0.5,0,1,0,4.8079e-10,4.8079e-10,0.05625
1.275,2.6,0.1,1,0.5,0,1,0,4.827e-10,4.827e-10,0.05625
1.3,2.6,0.1,1,0.5,0,1,0,4.8504e-10,4.8504e-10,0.05625
1.325,2.6,0.1,1,0.5,0,1,0,4.872e-10,4.872e-10,0.05625
1.35,2.6,0.1,1,0.5,0,1,0,4.8826e-10,4.8826e-10,0.05625
1.375,2.6,0.1,1,0.5,0,1,0,4.9067e-10,4.9067e-10,0.05625
1.4,2.6,0.1,1,0.5,0,1,0,4.9372e-10,4.9372e-10,0.05625
1.425,2.6,0.1,1,0.5,0,1,0,4.9535e-10,4.9535e-10,0.05625
1.45,2.6,0.1,1,0.5,0,1,0,4.9706e-10,4.9706e-10,0.05625
1.475,2.6,0.1,1,0.5,0,1,0,4.9953e-10,4.9953e-10,0.05625
1.5,2.6,0.1,1,0.5,0,1,0,5.0193e-10,5.0193e-10,0.05625
1.525,2.6,0.1,1,0.5,0,1,0,5.0422e-10,5.0422e-10,0.05625
1.55,2.6,0.1,1,0.5,0,1,0,5.0632e-10,5.0632e-10,0.05625
1.575,2.6,0.1,1,0.5,0,1,0,5.0813e-10,5.0813e-10,0.05625
1.6,2.6,0.1,1,0.5,0,1,0,5.1005e-10,5.1005e-10,0.05625
1.625,2.6,0.1,1,0.5,0,1,0,5.1226e-10,5.1226e-10,0.05625
1.65,2.6,0.1,1,0.5,0,1,0,5.1433e-10,5.1433e-10,0.05625
1.675,2.6,0.1,1,0.5,0,1,0,5.1619e-10,5.1619e-10,0.05625
1.7,2.6,0.1,1,0.5,0,1,0,5.18e-10,5.18e-10,0.05625
1.725,2.6,0.1,1,0.5,0,1,0,5.199e-10,5.199e-10,0.05625
1.75,2.6,0.1,1,0.5,0,1,0,5.2201e-10,5.2201e-10,0.05625
1.775,2.6,0.1,1,0.5,0,1,0,5.243e-10,5.243e-10,0.05625
1.8,2.6,0.1,1,0.5,0,1,0,5.2717e-10,5.2717e-10,0.05625
1.825,2.6,0.1,1,0.5,0,1,0,5.2992e-10,5.2992e-10,0.05625
1.85,2.6,0.1,1,0.5,0,1,0,5.3276e-10,5.3276e-10,0.05625
1.875,2.6,0.1,1,0.5,0,1,0,5.3571e-10,5.3571e-10,0.05625
1.9,2.6,0.1,1,0.5,0,1,0,5.3789e-10,5.3789e-10,0.05625
1.925,2.6,0.1,1,0.5,0,1,0,5.4039e-10,5.4039e-10,0.05625
1.95,2.6,0.1,1,0.5,0,1,0,5.4282e-10,5.4282e-10,0.05625
1.975,2.6,0.1,1,0.5,0,1,0,5.4472e-10,5.4472e-10,0.05625
2,2.6,0.1,1,0.5,0,1,0,5.4672e-10,5.4672e-10,0.05625
2.025,2.6,0.1,1,0.5,0,1,0,5.4822e-10,5.4822e-10,0.05625
2.05,2.6,0.1,1,0.5,0,1,0,5.5031e-10,5.5031e-10,0.05625
2.075,2.6,0.1,1,0.5,0,1,0,5.533e-10,5.533e-10,0.05625
2.1,2.6,0.1,1,0.5,0,1,0,5.5607e-10,5.5607e-10,0.05625
2.125,2.6,0.1,1,0.5,0,1,0,5.5854e-10,5.5854e-10,0.05625
2.15,2.6,0.1,1,0.5,0,1,0,5.6004e-10,5.6004e-10,0.05625
2.175,2.6,0.1,1,0.5,0,1,0,5.6158e-10,5.6158e-10,0.05625
2.2,2.6,0.1,1,0.5,0,1,0,5.6418e-10,5.6418e-10,0.05625
2.225,2.6,0.1,1,0.5,0,1,0,5.663e-10,5.663e-10,0.05625
2.25,2.6,0.1,1,0.5,0,1,0,5.6838e-10,5.6838e-10,0.05625
2.275,2.6,0.1,1,0.5,0,1,0,5.7081e-10,5.7081e-10,0.05625
2.3,2.6,0.1,1,0.5,0,1,0,5.7269e-10,5.7269e-10,0.05625
2.325,2.6,0.1,1,0.5,0,1,0,5.744e-10,5.744e-10,0.05625
2.35,2.6,0.1,1,0.5,0,1,0,5.7614e-10,5.7614e-10,0.05625
2.375,2.6,0.1,1,0.5,0,1,0,5.7773e-10,5.7773e-10,0.05625
2.4,2.6,0.1,1,0.5,0,1,0,5.7975e-10,5.7975e-10,0.05625
2.425,2.6,0.1,1,0.5,0,1,0,5.8179e-10,5.8179e-10,0.05625
2.45,2.6,0.1,1,0.5,0,1,0,5.8336e-10,5.8336e-10,0.05625
2.475,2.6,0.1,1,0.5,0,1,0,5.8479e-10,5.8479e-10,0.05625
2.5,2.6,0.1,1,0.5,0,1,0,5.8593e-10,5.8593e-10,0.05625
2.525,2.6,0.1,1,0.5,0,1,0,5.8738e-10,5.8738e-10,0.05625
2.55,2.6,0.1,1,0.5,0,1,0,5.8877e-10,5.8877e-10,0.05625
2.575,2.6,0.1,1,0.5,0,1,0,5.8961e-10,5.8961e-10,0.05625
2.6,2.6,0.1,1,0.5,0,1,0,5.9072e-10,5.9072e-10,0.05625
2.625,2.6,0.1,1,0.5,0,1,0,5.9202e-10,5.9202e-10,0.05625
2.65,2.6,0.1,1,0.5,0,1,0,5.9337e-10,5.9337e-10,0.05625
2.675,2.6,0.1,1,0.5,0,1,0,5.9433e-10,5.9433e-10,0.05625
2.7,2.6,0.1,1,0.5,0,1,0,5.9501e-10,5.9501e-10,0.05625
2.725,2.6,0.1,1,0.5,0,1,0,5.9593e-10,5.9593e-10,0.05625
2.75,2.6,0.1,1,0.5,0,1,0,5.9714e-10,5.9714e-10,0.05625
2.775,2.6,0.1,1,0.5,0,1,0,5.9847e-10,5.9847e-10,0.05625
2.8,2.6,0.1,1,0.5,0,1,0,5.9997e-10,5.9997e-10,0.05625
2.825,2.6,0.1,1,0.5,0,1,0,6.0153e-10,6.0153e-10,0.05625
2.85,2.6,0.1,1,0.5,0,1,0,6.0279e-10,6.0279e-10,0.05625
2.875,2.6,0.1,1,0.5,0,1,0,6.0464e-10,6.0464e-10,0.05625
2.9,2.6,0.1,1,0.5,0,1,0,6.067e-10,6.067e-10,0.05625
2.925,2.6,0.1,1,0.5,0,1,0,6.0814e-10,6.0814e-10,0.05625
2.95,2.6,0.1,1,0.5,0,1,0,6.101e-10,6.101e-10,0.05625
2.975,2.6,0.1,1,0.5,0,1,0,6.129e-10,6.129e-10,0.05625
3,2.6,0.1,1,0.5,0,1,0,6.1592e-10,6.1592e-10,0.05625
3.025,2.6,0.1,1,0.5,0,1,0,6.1873e-10,6.1873e-10,0.05625
3.05,2.6,0.1,1,0.5,0,1,0,6.2092e-10,6.2092e-10,0.05625
3.075,2.6,0.1,1,0.5,0,1,0,6.2257e-10,6.2257e-10,0.05625
3.1,2.6,0.1,1,0.5,0,1,0,6.2404e-10,6.2404e-10,0.05625
3.125,2.6,0.1,1,0.5,0,1,0,6.2595e-10,6.2595e-10,0.05625
3.15,2.6,0.1,1,0.5,0,1,0,6.2841e-10,6.2841e-10,0.05625
3.175,2.6,0.1,1,0.5,0,1,0,6.3105e-10,6.3105e-10,0.05625
3.2,2.6,0.1,1,0.5,0,1,0,6.3319e-10,6.3319e-10,0.05625
3.225,2.6,0.1,1,0.5,0,1,0,6.3446e-10,6.3446e-10,0.05625
3.25,2.6,0.1,1,0.5,0,1,0,6.3526e-10,6.3526e-10,0.05625
3.275,2.6,0.1,1,0.5,0,1,0,6.3636e-10,6.3636e-10,0.05625
3.3,2.6,0.1,1,0.5,0,1,0,6.38e-10,6.38e-10,0.05625
3.325,2.6,0.1,1,0.5,0,1,0,6.3979e-10,6.3979e-10,0.05625
3.35,2.6,0.1,1,0.5,0,1,0,6.41e-10,6.41e-10,0.05625
3.375,2.6,0.1,1,0.5,0,1,0,6.4178e-10,6.4178e-10,0.05625
3.4,2.6,0.1,1,0.5,0,1,0,6.426e-10,6.426e-10,0.05625
3.425,2.6,0.1,1,0.5,0,1,0,6.4386e-10,6.4386e-10,0.05625
3.45,2.6,0.1,1,0.5,0,1,0,6.4528e-10,6.4528e-10,0.05625
3.475,2.6,0.1,1,0.5,0,1,0,6.4652e-10,6.4652e-10,0.05625
3.5,2.6,0.1,1,0.5,0,1,0,6.4805e-10,6.4805e-10,0.05625
3.525,2.6,0.1,1,0.5,0,1,0,6.5007e-10,6.5007e-10,0.05625
3.55,2.6,0.1,1,0.5,0,1,0,6.5217e-10,6.5217e-10,0.05625
3.575,2.6,0.1,1,0.5,0,1,0,6.536e-10,6.536e-10,0.05625
3.6,2.6,0.1,1,0.5,0,1,0,6.5451e-10,6.5451e-10,0.05625
3.625,2.6,0.1,1,0.5,0,1,0,6.5535e-10,6.5535e-10,0.05625
3.65,2.6,0.1,1,0.5,0,1,0,6.5574e-10,6.5574e-10,0.05625
3.675,2.6,0.1,1,0.5,0,1,0,6.5604e-10,6.5604e-10,0.05625
3.7,2.6,0.1,1,0.5,0,1,0,6.5612e-10,6.5612e-10,0.05625
3.725,2.6,0.1,1,0.5,0,1,0,6.5602e-10,6.5602e-10,0.05625
3.75,2.6,0.1,1,0.5,0,1,0,6.577e-10,6.577e-10,0.05625
3.775,2.6,0.1,1,0.5,0,1,0,6.5991e-10,6.5991e-10,0.05625
3.8,2.6,0.1,1,0.5,0,1,0,6.609e-10,6.609e-10,0.05625
3.825,2.6,0.1,1,0.5,0,1,0,6.6196e-10,6.6196e-10,0.05625
3.85,2.6,0.1,1,0.5,0,1,0,6.6314e-10,6.6314e-10,0.05625
3.875,2.6,0.1,1,0.5,0,1,0,6.6507e-10,6.6507e-10,0.05625
3.9,2.6,0.1,1,0.5,0,1,0,6.6709e-10,6.6709e-10,0.05625
3.925,2.6,0.1,1,0.5,0,1,0,6.6831e-10,6.6831e-10,0.05625
3.95,2.6,0.1,1,0.5,0,1,0,6.6904e-10,6.6904e-10,0.05625
3.975,2.6,0.1,1,0.5,0,1,0,6.6873e-10,6.6873e-10,0.05625
4,2.6,0.1,1,0.5,0,1,0,6.6882e-10,6.6882e-10,0.05625
4.025,2.6,0.1,1,0.5,0,1,0,6.7013e-10,6.7013e-10,0.05625
4.05,2.6,0.1,1,0.5,0,1,0,6.7181e-10,6.7181e-10,0.05625
4.075,2.6,0.1,1,0.5,0,1,0,6.7343e-10,6.7343e-10,0.05625
4.1,2.6,0.1,1,0.5,0,1,0,6.744e-10,6.744e-10,0.05625
4.125,2.6,0.1,1,0.5,0,1,0,6.7499e-10,6.7499e-10,0.056246
4.15,2.6,0.1,1,0.5,0,1,0,6.7623e-10,6.7623e-10,0.056213
4.175,2.6,0.1,1,0.5,0,1,0,6.777e-10,6.777e-10,0.055986
4.2,2.6,0.1,1,0.5,0,1,0,6.7841e-10,6.7841e-10,0.054809
4.225,2.6,0.1,1,0.5,0,0.99981,0,6.7921e-10,6.7921e-10,0.0504
4.25,2.6,0.1,1,0.5,0,0.98751,2.7745,6.7989e-10,6.7989e-10,0.038921
4.275,2.6,0.1,1,0.5,0,0.85566,12.406,6.8032e-10,6.8032e-10,0.019127
4.3,2.6,0.1,1,0.5,0,0.51138,18.418,6.8087e-10,6.8087e-10,-0.0031684
4.325,2.6,0.1,1,0.5,0,0.16047,11.639,6.8077e-10,6.8077e-10,-0.022081
4.35,2.6,0.1,1,0.5,0,0.017586,2.8524,6.8057e-10,6.8057e-10,-0.038136
4.375,2.6,0.1,1,0.5,0,0.00057002,0,6.8054e-10,6.8054e-10,-0.049496
4.4,2.6,0.1,1,0.5,0,4.6349e-05,0,6.8054e-10,6.8054e-10,-0.054354
4.425,2.6,0.1,1,0.5,0,5.9894e-06,0,6.8054e-10,6.8054e-10,-0.055835
4.45,2.6,0.1,1,0.5,0,7.4678e-07,0,6.8054e-10,6.8054e-10,-0.056177
4.475,2.6,0.1,1,0.5,0,1.0727e-07,0,6.8055e-10,6.8055e-10,-0.056239
4.5,2.6,0.1,1,0.5,0,4.5362e-08,0,6.8055e-10,6.8055e-10,-0.056249
4.525,2.6,0.1,1,0.5,0,1.9531e-07,0,6.8055e-10,6.8055e-10,-0.056248
4.55,2.6,0.1,1,0.5,0,1.2519e-06,0,6.8055e-10,6.8055e-10,-0.056239
4.575,2.6,0.1,1,0.5,0,7.8002e-06,0,6.8055e-10,6.8055e-10,-0.056187
4.6,2.6,0.1,1,0.5,0,4.768e-05,0,6.8056e-10,6.8056e-10,-0.055927
4.625,2.6,0.1,1,0.5,0,0.00028927,0,6.8056e-10,6.8056e-10,-0.054857
4.65,2.6,0.1,1,0.5,0,0.0017773,0,6.8056e-10,6.8056e-10,-0.051356
4.675,2.6,0.1,1,0.5,0,0.012154,1.0118,6.8056e-10,6.8056e-10,-0.042683
4.7,2.6,0.1,1,0.5,0,0.08803,7.9365,6.8063e-10,6.8063e-10,-0.027287
4.725,2.6,0.1,1,0.5,0,0.33123,18.42,6.8108e-10,6.8108e-10,-0.008685
4.75,2.6,0.1,1,0.5,0,0.68152,18.115,6.8196e-10,6.8196e-10,0.0097221
4.775,2.6,0.1,1,0.5,0,0.91645,7.2996,6.8331e-10,6.8331e-10,0.028375
4.8,2.6,0.1,1,0.5,0,0.98663,0.67961,6.8468e-10,6.8468e-10,0.043857
4.825,2.6,0.1,1,0.5,0,0.99737,0,6.8528e-10,6.8528e-10,0.052228
4.85,2.6,0.1,1,0.5,0,0.9994,0,6.8554e-10,6.8554e-10,0.055248
4.875,2.6,0.1,1,0.5,0,0.99987,0,6.8668e-10,6.8668e-10,0.056044
4.9,2.6,0.1,1,0.5,0,0.99998,0,6.8873e-10,6.8873e-10,0.056212
4.925,2.6,0.1,1,0.5,0,1,0,6.8718e-10,6.8718e-10,0.056243
4.95,2.6,0.1,1,0.5,0,1,0,6.925e-10,6.925e-10,0.056249
4.975,2.6,0.1,1,0.5,0,1,0,6.6741e-10,6.6741e-10,0.05625
5,2.6,0.1,1,0.5,0,1,0,6.3437e-10,6.3437e-10,0.05625
0,2.625,0.1,1,0.5,0,1,0,4.2266e-10,4.2266e-10,0.05625
0.025,2.625,0.1,1,0.5,0,1,0,4.2275e-10,4.2275e-10,0.05625
0.05,2.625,0.1,1,0.5,0,1,0,4.2313e-10,4.2313e-10,0.05625
0.075,2.625,0.1,1,0.5,0,1,0,4.2389e-10,4.2389e-10,0.05625
0.1,2.625,0.1,1,0.5,0,1,0,4.2499e-10,4.2499e-10,0.05625
0.125,2.625,0.1,1,0.5,0,1,0,4.2635e-10,4.2635e-10,0.05625
0.15,2.625,0.1,1,0.5,0,1,0,4.2776e-10,4.2776e-10,0.05625
0.175,2.625,0.1,1,0.5,0,1,0,4.2895e-10,4.2895e-10,0.05625
0.2,2.625,0.1,1,0.5,0,1,0,4.2977e-10,4.2977e-10,0.05625
0.225,2.625,0.1,1,0.5,0,1,0,4.3058e-10,4.3058e-10,0.05625
0.25,2.625,0.1,1,0.5,0,1,0,4.314e-10,4.314e-10,0.05625
0.275,2.625,0.1,1,0.5,0,1,0,4.3218e-10,4.3218e-10,0.05625
0.3,2.625,0.1,1,0.5,0,1,0,4.3363e-10,4.3363e-10,0.05625
0.325,2.625,0.1,1,0.5,0,1,0,4.3525e-10,4.3525e-10,0.05625
0.35,2.625,0.1,1,0.5,0,1,0,4.3582e-10,4.3582e-10,0.05625
0.375,2.625,0.1,1,0.5,0,1,0,4.365e-10,4.365e-10,0.05625
0.4,2.625,0.1,1,0.5,0,1,0,4.3739e-10,4.3739e-10,0.05625
0.425,2.625,0.1,1,0.5,0,1,0,4.3791e-10,4.3791e-10,0.05625
0.45,2.625,0.1,1,0.5,0,1,0,4.388e-10,4.388e-10,0.05625
0.475,2.625,0.1,1,0.5,0,1,0,4.3983e-10,4.3983e-10,0.05625
0.5,2.625,0.1,1,0.5,0,1,0,4.4114e-10,4.4114e-10,0.05625
0.525,2.625,0.1,1,0.5,0,1,0,4.4272e-10,4.4272e-10,0.05625
0.55,2.625,0.1,1,0.5,0,1,0,4.4421e-10,4.4421e-10,0.05625
0.575,2.625,0.1,1,0.5,0,1,0,4.4491e-10,4.4491e-10,0.05625
0.6,2.625,0.1,1,0.5,0,1,0,4.447e-10,4.447e-10,0.05625
0.625,2.625,0.1,1,0.5,0,1,0,4.4492e-10,4.4492e-10,0.05625
0.65,2.625,0.1,1,0.5,0,1,0,4.4591e-10,4.4591e-10,0.05625
0.675,2.625,0.1,1,0.5,0,1,0,4.4644e-10,4.4644e-10,0.05625
0.7,2.625,0.1,1,0.5,0,1,0,4.47e-10,4.47e-10,0.05625
0.725,2.625,0.1,1,0.5,0,1,0,4.4817e-10,4.4817e-10,0.05625
0.75,2.625,0.1,1,0.5,0,1,0,4.4963e-10,4.4963e-10,0.05625
0.775,2.625,0.1,1,0.5,0,1,0,4.508e-10,4.508e-10,0.05625
0.8,2.625,0.1,1,0.5,0,1,0,4.5157e-10,4.5157e-10,0.05625
0.825,2.625,0.1,1,0.5,0,1,0,4.5259e-10,4.5259e-10,0.05625
0.85,2.625,0.1,1,0.5,0,1,0,4.5388e-10,4.5388e-10,0.05625
0.875,2.625,0.1,1,0.5,0,1,0,4.555e-10,4.555e-10,0.05625
0.9,2.625,0.1,1,0.5,0,1,0,4.5628e-10,4.5628e-10,0.05625
0.925,2.625,0.1,1,0.5,0,1,0,4.5698e-10,4.5698e-10,0.05625
0.95,2.625,0.1,1,0.5,0,1,0,4.5872e-10,4.5872e-10,0.05625
0.975,2.625,0.1,1,0.5,0,1,0,4.5977e-10,4.5977e-10,0.05625
1,2.625,0.1,1,0.5,0,1,0,4.6092e-10,4.6092e-10,0.05625
1.025,2.625,0.1,1,0.5,0,1,0,4.63e-10,4.63e-10,0.05625
1.05,2.625,0.1,1,0.5,0,1,0,4.6552e-10,4.6552e-10,0.05625
1.075,2.625,0.1,1,0.5,0,1,0,4.6836e-10,4.6836e-10,0.05625
1.1,2.625,0.1,1,0.5,0,1,0,4.7042e-10,4.7042e-10,0.05625
1.125,2.625,0.1,1,0.5,0,1,0,4.7214e-10,4.7214e-10,0.05625
1.15,2.625,0.1,1,0.5,0,1,0,4.7376e-10,4.7376e-10,0.05625
1.175,2.625,0.1,1,0.5,0,1,0,4.753e-10,4.753e-10,0.05625
1.2,2.625,0.1,1,0.5,0,1,0,4.7698e-10,4.7698e-10,0.05625
1.225,2.625,0.1,1,0.5,0,1,0,4.788e-10,4.788e-10,0.05625
1.25,2.625,0.1,1,0.5,0,1,0,4.8095e-10,4.8095e-10,0.05625
1.275,2.625,0.1,1,0.5,0,1,0,4.8277e-10,4.8277e-10,0.05625
1.3,2.625,0.1,1,0.5,0,1,0,4.8457e-10,4.8457e-10,0.05625
1.325,2.625,0.1,1,0.5,0,1,0,4.8656e-10,4.8656e-10,0.05625
1.35,2.625,0.1,1,0.5,0,1,0,4.8826e-10,4.8826e-10,0.05625
1.375,2.625,0.1,1,0.5,0,1,0,4.9092e-10,4.9092e-10,0.05625
1.4,2.625,0.1,1,0.5,0,1,0,4.9383e-10,4.9383e-10,0.05625
1.425,2.625,0.1,1,0.5,0,1,0,4.954e-10,4.954e-10,0.05625
1.45,2.625,0.1,1,0.5,0,1,0,4.9722e-10,4.9722e-10,0.05625
1.475,2.625,0.1,1,0.5,0,1,0,4.9967e-10,4.9967e-10,0.05625
1.5,2.625,0.1,1,0.5,0,1,0,5.0167e-10,5.0167e-10,0.05625
1.525,2.625,0.1,1,0.5,0,1,0,5.0408e-10,5.0408e-10,0.05625
1.55,2.625,0.1,1,0.5,0,1,0,5.0676e-10,5.0676e-10,0.05625
1.575,2.625,0.1,1,0.5,0,1,0,5.0893e-10,5.0893e-10,0.05625
1.6,2.625,0.1,1,0.5,0,1,0,5.1126e-10,5.1126e-10,0.05625
1.625,2.625,0.1,1,0.5,0,1,0,5.133e-10,5.133e-10,0.05625
1.65,2.625,0.1,1,0.5,0,1,0,5.1486e-10,5.1486e-10,0.05625
1.675,2.625,0.1,1,0.5,0,1,0,5.1665e-10,5.1665e-10,0.05625
1.7,2.625,0.1,1,0.5,0,1,0,5.1841e-10,5.1841e-10,0.05625
1.725,2.625,0.1,1,0.5,0,1,0,5.2037e-10,5.2037e-10,0.05625
1.75,2.625,0.1,1,0.5,0,1,0,5.2257e-10,5.2257e-10,0.05625
1.775,2.625,0.1,1,0.5,0,1,0,5.2531e-10,5.2531e-10,0.05625
1.8,2.625,0.1,1,0.5,0,1,0,5.284e-10,5.284e-10,0.05625
1.825,2.625,0.1,1,0.5,0,1,0,5.3102e-10,5.3102e-10,0.05625
1.85,2.625,0.1,1,0.5,0,1,0,5.3388e-10,5.3388e-10,0.05625
1.875,2.625,0.1,1,0.5,0,1,0,5.3654e-10,5.3654e-10,0.05625
1.9,2.625,0.1,1,0.5,0,1,0,5.39e-10,5.39e-10,0.05625
1.925,2.625,0.1,1,0.5,0,1,0,5.4171e-10,5.4171e-10,0.05625
1.95,2.625,0.1,1,0.5,0,1,0,5.4384e-10,5.4384e-10,0.05625
1.975,2.625,0.1,1,0.5,0,1,0,5.4544e-10,5.4544e-10,0.05625
2,2.625,0.1,1,0.5,0,1,0,5.4698e-10,5.4698e-10,0.05625
2.025,2.625,0.1,1,0.5,0,1,0,5.4878e-10,5.4878e-10,0.05625
2.05,2.625,0.1,1,0.5,0,1,0,5.5128e-10,5.5128e-10,0.05625
2.075,2.625,0.1,1,0.5,0,1,0,5.5384e-10,5.5384e-10,0.05625
2.1,2.625,0.1,1,0.5,0,1,0,5.5598e-10,5.5598e-10,0.05625
2.125,2.625,0.1,1,0.5,0,1,0,5.581e-10,5.581e-10,0.05625
2.15,2.625,0.1,1,0.5,0,1,0,5.5985e-10,5.5985e-10,0.05625
2.175,2.625,0.1,1,0.5,0,1,0,5.6182e-10,5.6182e-10,0.05625
2.2,2.625,0.1,1,0.5,0,1,0,5.6496e-10,5.6496e-10,0.05625
2.225,2.625,0.1,1,0.5,0,1,0,5.6732e-10,5.6732e-10,0.05625
2.25,2.625,0.1,1,0.5,0,1,0,5.692e-10,5.692e-10,0.05625
2.275,2.625,0.1,1,0.5,0,1,0,5.7138e-10,5.7138e-10,0.05625
2.3,2.625,0.1,1,0.5,0,1,0,5.7316e-10,5.7316e-10,0.05625
2.325,2.625,0.1,1,0.5,0,1,0,5.7478e-10,5.7478e-10,0.05625
2.35,2.625,0.1,1,0.5,0,1,0,5.762e-10,5.762e-10,0.05625
2.375,2.625,0.1,1,0.5,0,1,0,5.7804e-10,5.7804e-10,0.05625
2.4,2.625,0.1,1,0.5,0,1,0,5.8028e-10,5.8028e-10,0.05625
2.425,2.625,0.1,1,0.5,0,1,0,5.8194e-10,5.8194e-10,0.05625
2.45,2.625,0.1,1,0.5,0,1,0,5.8314e-10,5.8314e-10,0.05625
2.475,2.625,0.1,1,0.5,0,1,0,5.8457e-10,5.8457e-10,0.05625
2.5,2.625,0.1,1,0.5,0,1,0,5.8634e-10,5.8634e-10,0.05625
2.525,2.625,0.1,1,0.5,0,1,0,5.8802e-10,5.8802e-10,0.05625
2.55,2.625,0.1,1,0.5,0,1,0,5.8923e-10,5.8923e-10,0.05625
